Name,Fighter ID,Record,Height (feet/inches),Weight (pounds),Reach (inches),Stance,Year born,Significant strikes landed per minute,Significant striking accuracy (%),Significant strikes absorbed per minute,Significant strike defense (% of opponent's strikes that did not land),Average takedowns landed per 15 minutes,Takedown accuracy (%),Takedown defense (%),Average submissions attempted per 15 minutes
Felipe Olivieri,948880beac71f028,Record: 14-5-0 (1 NC),5.9,155,72,Orthodox,1985,6.68,58,4.6,57,0.0,0,71,0.0
Wendell Oliveira,32c03df3c9760069,Record: 24-9-0,5.1,170,72,Orthodox,1983,3.77,47,4.4,47,0.0,0,100,0.0
Ednaldo Oliveira,acd9513399a8b09b,Record: 13-2-1 (1 NC),6.5,205,79,Orthodox,1984,1.03,22,1.8,52,0.0,0,42,0.0
Alex Oliveira,57b10fca4f9c9a7a,Record: 17-4-1 (2 NC),5.11,170,76,Orthodox,1988,3.11,53,2.12,46,3.32,35,60,0.9
Jorge Oliveira,bec2746f033802c3,Record: 5-2-1 (1 NC),6.1,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
Charles Oliveira,07225ba28ae309b6,Record: 22-8-0 (1 NC),5.1,155,74,Orthodox,1989,2.97,50,3.04,51,2.87,41,58,2.8
Rafaello Oliveira,15b1b21cd743d652,Record: 15-7-0,5.8,155,71,Orthodox,1982,2.19,33,3.38,59,2.49,36,11,1.6
Michal Oleksiejczuk,0d65c432720accb9,Record: 13-2-0,6.0,205,74,Southpaw,1995,5.07,58,3.47,71,2.0,66,0,0.0
Masakatsu Okuda,02a65a55f25fb4f3,Record: 8-5-0,,,,,,0.0,0,4.27,34,0.0,0,0,4.3
Aleksei Oleinik,98c23cb6da5b3352,Record: 52-11-1,6.2,240,80,Orthodox,1977,3.21,52,3.39,51,3.08,53,12,2.3
Takayuki Okada,32541eb5d12668b4,Record: 3-3-2,6.1,290,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Kazuki Okubo,33454ad90754cb49,Record: 7-9-0,5.11,175,,Orthodox,,1.53,38,1.97,46,0.51,25,36,2.0
Michiyoshi Ohara,6a8a06b542e1516d,Record: 0-2-0,5.1,205,,Orthodox,,0.28,29,3.13,48,0.0,0,33,0.0
JJ Okanovich,aa40fe6038db56cb,Record: 4-1-0,5.11,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Andy Ogle,b6c4451cb13c9303,Record: 9-6-0,5.8,145,69,Orthodox,1989,2.24,44,2.23,50,1.44,26,58,0.0
Yushin Okami,acff437707625fc7,Record: 34-11-0,6.2,205,75,Southpaw,1981,2.21,38,2.18,62,1.86,46,84,0.5
Koji Oishi,01daf32100ed7517,Record: 21-8-8,5.8,170,,Orthodox,1977,1.43,9,17.86,43,0.0,0,0,0.0
Nobuhiro Obiya,6e3282d57d2467a0,Record: 12-5-1,5.8,145,,Orthodox,1981,0.63,28,2.53,55,0.5,50,41,0.5
Brendan O'Reilly,494b0bfdbac74502,Record: 6-3-0 (1 NC),5.7,170,69,Orthodox,1987,1.9,47,2.77,39,2.22,43,36,0.6
Naoya Ogawa,4b2390cfaceb91d8,Record: 7-2-0,6.4,255,,Orthodox,1968,2.41,42,1.66,47,1.25,100,66,1.2
Takahiro Oba,7139cd2ae4bf6a29,Record: 5-7-1,5.8,200,,Southpaw,,0.23,25,1.82,69,0.0,0,0,0.0
Jeremiah O'Neal,338fda4ec7034c5d,Record: 13-25-0,5.8,260,,,1977,1.15,40,7.5,23,0.0,0,0,0.0
Sean O'Malley,b50a426a33da0012,Record: 10-0-0,5.11,135,72,Switch,1994,6.75,56,4.06,66,1.31,50,61,1.3
Chuck O'Neil,56bc9ccb609df534,Record: 9-4-0,6.2,170,,,1985,3.13,37,4.4,72,0.0,0,0,0.0
Sean O'Haire,46effbd1135423c5,Record: 4-2-0,6.5,270,,Orthodox,1971,8.28,57,22.76,21,0.0,0,0,0.0
Dan O'Connor,69ea0119f6f0dfe0,Record: 6-6-0 (1 NC),5.4,115,,,1982,4.0,56,5.1,54,0.0,0,100,0.0
Sean O'Connell,cb52f9490c2dc069,Record: 17-9-0,6.1,205,74,Orthodox,1983,5.46,48,6.77,45,0.0,0,30,0.5
TJ O'Brien,d25b93992f285953,Record: 16-5-0,6.2,155,,Orthodox,1987,3.77,46,4.78,57,0.94,100,0,0.0
Fiona Muxlow,062e57ca1a3c95a8,Record: 6-2-0,5.4,145,,,1977,1.44,27,5.45,34,0.0,0,0,0.0
Jake O'Brien,20bcc9966affb19c,Record: 13-4-0,6.3,205,76,Orthodox,1984,1.31,31,1.92,69,6.39,54,25,0.2
Magomed Mustafaev,31d7446b184e3305,Record: 13-2-0,5.8,155,71,Orthodox,1988,2.83,54,2.93,36,0.0,0,25,0.8
Elvis Mutapcic,28c55b4087a6f136,Record: 15-5-1,6.0,185,72,Orthodox,1986,3.41,40,4.27,38,0.0,0,81,0.0
Andre Mussi,d0d43cb9b14f231c,Record: 10-5-0,6.3,242,,Orthodox,,0.0,0,10.59,35,0.0,0,0,0.0
Azamat Murzakanov,e90a2f22417af68e,Record: 7-0-0,5.11,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
Nico Musoke,8b5f9ea38184ded3,Record: 13-5-0 (1 NC),6.0,170,75,Orthodox,1986,3.56,35,3.8,57,1.16,19,82,0.2
Lee Murray,32016899d0a222a3,Record: 8-2-1 (1 NC),6.3,185,,Orthodox,1977,0.36,15,3.28,32,0.9,100,42,1.8
Jon Murphy,1b5c146ee7b86e34,Record: 6-4-0,6.3,260,,Orthodox,1977,3.93,66,8.85,43,0.0,0,0,0.0
Lauren Murphy,729d4bd5a6cd0a97,Record: 10-3-0,5.7,125,67,Orthodox,1983,3.82,41,3.58,59,1.2,33,65,0.0
Ian Murphy,de25520d54eab12d,Record: 1-1-0,6.1,185,,Orthodox,1985,0.0,0,1.93,30,4.13,100,0,0.0
Ryuichi Murata,e3a6c6d6d0ac0815,Record: 8-3-1,5.8,183,,Orthodox,,0.84,36,1.89,50,4.74,50,100,3.2
Tom Murphy,62918a2118de08b2,Record: 8-0-0,6.2,227,,Southpaw,1974,2.5,71,0.17,84,7.51,85,0,2.5
Andy Murad,fd0b4e3eb18eafb7,Record: 15-2-0,5.9,185,,,,2.6,76,2.87,32,1.0,20,42,0.0
Kazunari Murakami,cfbccfed4e4796fe,Record: 5-5-0,6.1,220,,Orthodox,1973,0.0,0,0.0,0,0.0,0,0,0.0
Pedro Munhoz,6bd02119599741a4,Record: 15-3-0 (1 NC),5.6,135,64,Orthodox,1986,4.19,39,5.44,58,1.37,25,60,1.4
James Mulheron,8d5350fa18b79e9a,Record: 11-2-0,5.1,243,73,Orthodox,1988,2.4,31,3.47,42,0.0,0,25,0.0
Mark Munoz,179f1948dc234f1f,Record: 14-6-0,6.0,185,72,Orthodox,1978,3.12,51,2.26,57,3.17,29,57,0.6
Jim Mullen,1a49e0670dfaca31,Record: 0-2-0,6.1,215,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Quinn Mulhern,16af2d5a6f28bee2,Record: 18-4-0,6.3,155,76,Orthodox,1984,1.48,28,2.09,51,1.36,20,33,0.0
Belal Muhammad,b1b0729d27936f2f,Record: 13-2-0,5.11,170,72,Orthodox,1988,4.63,41,4.51,56,2.38,35,85,0.0
Jamie Moyle,882d62561063a927,Record: 4-2-0,5.1,115,65,Orthodox,1989,5.1,55,4.23,62,1.5,27,0,0.0
Lauren Mueller,f923e012414c883e,Record: 3-0-0,5.5,135,,Orthodox,1991,5.67,52,2.27,64,0.0,0,100,0.0
Garrett Mueller,d0c325dfefdde31f,Record: 3-3-0,5.9,135,,,1989,0.0,0,0.0,0,0.0,0,0,0.0
Juan Mott,5da4e8dc02e50ac0,Record: 3-4-0,6.0,190,,Switch,,0.0,0,0.0,0,0.0,0,0,0.0
Kin Moy,ae922e7d9e852d7a,Record: 8-3-0,5.5,135,,,,2.3,33,1.93,62,1.67,42,50,1.7
Gegard Mousasi,232c582f29f8f65e,Record: 42-6-2,6.2,185,76,Orthodox,1985,3.75,50,1.21,68,1.59,60,59,1.1
Flavio Luiz Moura,ab35634d1a8c7a11,Record: 17-7-0,5.11,183,,Open Stance,,0.67,16,0.0,0,0.0,0,0,0.0
Harry Moskowitz,4dc496aa0cfc0d95,Record: 6-12-0,6.5,275,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Jack Morrison,38fccd44d669bb2f,Record: 0-3-0,5.11,205,,,,0.0,0,19.31,40,0.0,0,0,0.0
Scott Morris,be9d259be012e8a4,Record: 2-1-0,5.1,210,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Maryna Moroz,b4192a975027aab6,Record: 8-3-0,5.7,115,67,Orthodox,1991,3.15,24,3.79,55,0.2,20,47,0.6
Brad Morris,6803d4d6908354ac,Record: 10-6-0,6.2,205,,Orthodox,1979,0.5,62,6.95,27,0.0,0,0,0.0
Peggy Morgan,92b36014314b028b,Record: 2-1-0,6.1,135,70,,1979,2.27,23,8.2,33,0.0,0,50,0.0
Alex Morono,cdb96af67d096b1e,Record: 14-4-0 (1 NC),5.11,170,72,Orthodox,1990,4.27,41,2.78,64,0.0,0,50,0.5
Sammy Morgan,2067a177a2842fbf,Record: 18-12-0,5.1,170,,Orthodox,1981,1.05,22,3.74,40,1.43,20,0,0.5
Brandon Moreno,792be9a24df82ed6,Record: 14-4-0,5.7,125,70,Orthodox,1993,2.54,33,2.37,69,2.91,45,61,1.2
Jesse Moreng,2e2cdb6e9eb84bb9,Record: 9-1-0,5.7,145,,Orthodox,1979,1.26,40,2.08,48,5.56,100,100,0.0
Richardson Moreira,9147679e1a4ad4a3,Record: 7-4-0,6.2,185,72,Orthodox,1984,1.17,28,1.83,67,0.0,0,100,0.0
Joe Moreira,df85d6ec3493d120,Record: 2-2-0,5.11,195,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Christian Morecraft,80779d7441af1b52,Record: 7-3-0,6.6,260,81,Orthodox,1986,2.82,34,2.46,46,3.26,66,50,2.2
Joseph Morales,2fe9032955c2e013,Record: 9-1-0,5.6,125,69,Switch,1994,1.56,38,2.44,51,0.0,0,0,1.1
Sarah Moras,539ed332b3078821,Record: 5-4-0,5.7,135,67,,1988,1.65,36,2.93,46,0.94,18,14,1.2
Leonardo Morales,45230be0641f3f53,Record: 5-2-0,5.8,135,68,Southpaw,1992,2.05,47,2.05,58,0.0,0,62,0.0
Albert Morales,544d7460b3e44393,Record: 7-4-1,5.9,135,72,Orthodox,1991,3.81,35,3.96,56,0.91,35,70,0.2
Ricardo Morais,2dc7f1762dc0a7ef,Record: 10-4-1,6.8,270,,Orthodox,1967,2.86,37,2.39,53,0.0,0,0,0.0
John Moraga,92437c6775b3f7d1,Record: 18-6-0,5.6,125,66,Orthodox,1984,2.57,42,2.67,56,0.72,25,42,1.0
Marlon Moraes,fea79f9bc8c68769,Record: 20-5-1,5.6,135,67,Orthodox,1988,3.09,32,2.86,64,0.48,25,60,0.5
Dustin Moore,831de97afe326478,Record: 0-2-0,5.4,125,,,,0.0,0,0.0,0,0.0,0,0,0.0
Steve Montgomery,6e92eb1242b46636,Record: 8-4-0,6.4,185,75,Southpaw,1990,4.85,39,4.12,47,0.0,0,64,0.0
James Moontasri,c06a9b48d4132c8e,Record: 9-5-0,5.1,170,71,Switch,1988,2.39,48,3.86,40,0.0,0,79,0.2
Augusto Montano,94508d80e1f885fc,Record: 15-3-0,6.1,170,73,Orthodox,1984,3.46,46,2.66,56,0.0,0,66,0.0
Andrew Montanez,72c9c2eadfc3277e,Record: 9-12-1,,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Darrell Montague,bffeb123b21c9aad,Record: 13-5-0,5.6,125,67,Southpaw,1987,1.92,25,5.38,52,0.72,25,33,1.4
Rudyard Moncayo,02d276b7d62b3472,Record: 0-3-0,5.1,195,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Jeff Monson,cbfd1d34356a004c,Record: 43-12-1,5.9,247,74,Orthodox,1971,0.97,30,2.87,59,1.06,12,66,0.7
Hidetaka Monma,a8e133139286df84,Record: 17-10-4,6.0,168,,Orthodox,1973,1.67,25,9.76,34,0.0,0,0,0.0
Nate Mohr,04c15b52c3cc1cab,Record: 9-7-0,5.9,155,72,Orthodox,1983,3.79,41,2.5,74,0.45,50,71,0.0
Ashkan Mokhtarian,e9bc5748e6a76bb6,Record: 13-3-0,5.6,125,67,Southpaw,1985,1.95,43,3.66,43,0.54,16,33,0.0
Roxanne Modafferi,4498b382c65a7faa,Record: 21-15-0,5.7,125,69,,1982,3.94,30,6.32,51,1.07,11,42,0.3
Bronson Mohika,65239fccecd03404,Record: 1-1-0,,135,,,,0.0,0,0.0,0,0.0,0,0,0.0
Takeya Mizugaki,48e093ea1f43a053,Record: 21-11-2,5.7,135,68,Orthodox,1983,3.37,37,3.27,57,1.46,57,70,0.1
Tatsuya Mizuno,478c8706bdb92440,Record: 10-7-1,6.1,205,,Southpaw,1981,2.25,37,3.52,53,1.19,25,40,3.6
Motoki Miyazawa,9649d75defe0dedb,Record: 7-3-0,5.11,168,,Southpaw,,1.23,28,3.91,61,0.0,0,0,0.0
Kazuyuki Miyata,af70d268e5352186,Record: 11-8-0,5.8,139,,Orthodox,,2.04,52,1.82,63,4.31,46,68,0.0
Hiromitsu Miura,509697e08673d2e5,Record: 9-6-0,5.9,170,71,Orthodox,1981,2.12,34,2.12,58,2.23,50,69,0.6
Tomoya Miyashita,c9885b1b7c7055a0,Record: 17-9-7,5.7,139,,Southpaw,,1.67,65,0.93,33,4.0,80,0,2.0
Matt Mitrione,ba280572acfba13f,Record: 9-5-0,6.3,265,79,Switch,1978,3.55,50,2.79,64,0.0,0,55,0.7
Roman Mitichyan,2961be02cfb0d2c1,Record: 7-3-0,5.1,170,,Orthodox,1978,0.26,16,2.7,43,1.93,100,25,1.9
Eiji Mitsuoka,2b4faacc16d66898,Record: 18-9-2,5.7,145,,Southpaw,1976,1.49,49,2.26,45,2.3,36,20,1.6
Danny Mitchell,c06d554ce1713fd3,Record: 14-6-1,6.2,170,74,Orthodox,1986,2.53,49,2.53,52,0.0,0,100,3.0
Felix Lee Mitchell,6cbb7661c3258617,Record: 2-7-0,,,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Clay Mitchell,3d960455f880bb25,Record: 1-2-0,6.2,185,,,,1.63,85,0.0,0,0.0,0,100,4.1
Damir Mirenic,992c82450d96f726,Record: 8-4-0,6.0,185,,Orthodox,1974,0.84,50,9.86,35,0.0,0,0,0.0
David Mitchell,8f3df4c579cfbb69,Record: 12-4-0,6.0,170,76,Orthodox,1979,1.74,32,2.06,55,0.66,50,29,2.0
Dokonjonosuke Mishima,b14a68c533f4a4aa,Record: 20-7-2,5.7,155,,Southpaw,1972,1.06,41,1.22,52,2.47,40,25,1.4
Mario Miranda,df2bf09c99594848,Record: 12-3-0,6.3,185,74,Orthodox,1979,1.96,54,2.46,36,1.02,60,54,0.0
Kazuo Misaki,5e7a28f20927d64a,Record: 24-11-2 (1 NC),5.8,183,,Orthodox,1976,2.85,40,2.74,63,0.72,38,51,0.6
Stipe Miocic,d28dee5c705991df,Record: 18-2-0,6.4,240,80,Orthodox,1982,4.75,51,2.88,63,2.35,37,75,0.0
Vitor Miranda,4bcb6eb12b4ad4aa,Record: 13-6-0,6.1,185,77,Orthodox,1979,3.39,46,2.89,57,0.47,40,51,0.0
Mike Minniger,c8aa3541bec4042e,Record: 0-0-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Juan Miranda,be8ad887e4d674b0,Record: 7-4-0,,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Vitaly Minakov,56c975c4a2b357a5,Record: 20-0-0,6.2,249,,,1985,0.0,0,0.0,0,0.0,0,0,0.0
Alberto Mina,4b1d46a1b5c0fd11,Record: 13-0-0,6.0,170,77,Orthodox,1982,4.65,46,4.34,44,2.35,21,50,0.0
Che Mills,6cadfd8f1d9e7685,Record: 15-5-0 (2 NC),6.1,170,76,Orthodox,1982,2.08,52,2.87,43,1.18,66,58,0.0
Frank Mir,1ff9589f9065a9ed,Record: 18-11-0,6.3,264,79,Southpaw,1979,2.18,47,3.84,38,2.02,40,54,2.0
Aaron Miller,a4d055f1435d6d75,Record: 14-10-0 (1 NC),5.9,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
Adam Milstead,72ffecf712673af1,Record: 8-2-0 (1 NC),6.3,240,76,Orthodox,1987,3.9,46,4.1,48,0.0,0,64,0.0
Henry Miller,45a2ba3ef82b9700,Record: 6-13-0 (1 NC),5.7,270,,Southpaw,1969,1.25,36,2.16,54,0.55,25,60,0.0
Eddy Millis,f2c934689243fe4e,Record: 0-2-0,6.1,185,,,,0.0,0,3.36,22,0.0,0,0,7.2
Jim Miller,d1941565abf50b16,Record: 28-11-0 (1 NC),5.8,155,71,Southpaw,1983,2.75,40,2.84,60,1.63,40,47,1.9
Phillip Miller,18aecaf50f52e4c3,Record: 16-0-0,5.11,185,,Orthodox,1979,1.61,54,1.93,50,3.62,25,100,0.6
Dan Miller,d0c29452d3272603,Record: 14-8-0 (1 NC),6.1,185,74,Orthodox,1981,2.03,36,3.06,49,1.67,54,47,1.8
Curtis Millender,f1928a52590c5532,Record: 15-3-0,6.2,170,76,Orthodox,1987,4.25,41,3.12,64,0.68,100,60,0.0
Billy Miles,3c48019bc387b80c,Record: 2-2-0,5.1,170,,Orthodox,1978,0.0,0,1.25,33,0.0,0,0,0.0
Jason Miller,b2f88c04c4dd43ce,Record: 34-10-0 (1 NC),6.1,185,72,Orthodox,1980,1.83,43,2.3,49,1.31,28,43,1.3
Pat Miletich,cedfdf8d423d500c,Record: 29-7-2,5.1,170,,Orthodox,1968,1.79,45,1.66,63,1.96,100,54,1.0
Gabriel Miglioli,a6fa5dd90528e9f7,Record: 9-9-0,5.8,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Bojan Mihajlovic,d6285cba1d1052e0,Record: 10-6-0,5.11,205,73,Orthodox,1980,1.23,35,5.95,47,0.0,0,33,0.0
Chris Mierzwiak,2b284840ca89876a,Record: 3-1-0,6.1,185,,,1988,1.6,61,1.73,48,2.0,28,0,1.0
Kristof Midoux,5b5b9c6f6f270369,Record: 6-10-0,6.1,220,,Orthodox,1974,0.7,43,2.89,49,0.0,0,0,0.0
Keith Mielke,f62850b3c7480db9,Record: 0-5-0,5.8,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
David Michaud,49f4b511932f71e9,Record: 8-2-0,5.9,155,72,Orthodox,1988,3.25,43,4.45,54,2.53,58,77,0.7
Zachary Micklewright,a36a14985a57a1c6,Record: 11-3-0,6.0,155,74,Southpaw,1976,5.56,53,4.72,54,0.7,12,100,0.0
Guy Mezger,946f341df6472ee0,Record: 30-14-2,6.1,200,,Orthodox,1968,2.3,32,1.36,72,0.39,50,88,0.0
Jonathan Meunier,5823ceab56741617,Record: 8-1-0,6.3,170,75,Switch,1987,3.47,50,1.43,69,0.58,33,58,0.0
Chris Mickle,f903967fd320da38,Record: 28-16-2 (1 NC),5.9,145,,Orthodox,1983,3.03,27,9.7,48,0.0,0,0,0.0
Joe Merritt,e82d5f54daa85a7e,Record: 6-1-0,6.0,170,73,Orthodox,1984,1.53,58,0.73,66,0.0,0,68,0.0
Brandon Michaels,f5e4ce11afbdfb61,Record: 1-4-0,5.9,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Buck Meredith,36120738148f203f,Record: 3-3-0,6.2,185,,,1982,0.0,0,0.0,0,0.0,0,0,0.0
Yaotzin Meza,3623bd267a2eef2e,Record: 21-11-0 (1 NC),5.9,145,74,Orthodox,1981,1.43,41,1.62,64,1.06,20,18,1.4
Jeremiah Metcalf,5bdcbd8dd681a257,Record: 13-7-0,6.1,185,,Orthodox,,1.74,59,0.27,60,4.02,66,100,2.0
Dave Menne,275cafc9de131c83,Record: 44-16-2,5.1,170,,Orthodox,1974,1.84,44,1.99,42,0.46,50,57,2.5
Adam Meredith,c1135a6892e916db,Record: 3-1-0,6.2,170,,,,2.63,50,2.11,55,7.89,100,100,7.9
Alonzo Menifield,a495f599e787614f,Record: 3-0-0,6.0,205,76,Orthodox,1987,3.2,40,1.42,50,0.0,0,60,0.0
Luis Mendoza,28200bc87367614f,Record: 0-1-0,,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Steve Mensing,3bc27ec15facbcf3,Record: 7-11-2 (1 NC),5.11,185,,Orthodox,1977,0.0,0,9.51,42,0.0,0,0,0.0
Ivan Menjivar,5755960ebd0b16f6,Record: 25-12-0,5.6,145,64,Orthodox,1982,2.78,37,2.76,65,0.56,28,38,1.0
Eddie Mendez,49e49b54e5901d0d,Record: 7-2-1 (1 NC),5.1,185,76,,1984,1.71,33,3.43,11,0.0,0,0,0.0
Pietro Menga,869d68b5383131fd,Record: 13-0-0,5.7,125,68,Southpaw,1988,0.0,0,0.0,0,0.0,0,0,0.0
Chad Mendes,b5b684eac99ae0a3,Record: 17-4-0,5.6,145,66,Orthodox,1985,2.7,49,2.16,68,4.16,54,100,0.3
Marcelo Mello,672ef06fd9f41f7d,Record: 1-0-0,5.7,170,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Augusto Mendes,3d5b1ce6097dbb49,Record: 6-2-0,5.6,135,65,Orthodox,1983,2.42,34,3.91,56,1.75,33,80,0.0
Brandon Melendez,2b06b6ad5db63348,Record: 26-21-0,5.11,155,,Southpaw,1983,0.84,26,0.56,63,0.0,0,25,0.0
Fabio Mello,8a028648f3f0761d,Record: 8-6-0,5.5,155,,Southpaw,,0.86,35,3.94,50,0.0,0,0,0.0
Jordan Mein,2aa49b3766a59bcd,Record: 30-12-0,6.0,170,73,Orthodox,1989,3.66,44,2.71,69,1.38,55,66,0.2
Derrick Mehmen,6c7dafd03b6cc3f8,Record: 12-4-0,6.4,205,,,1985,1.93,14,4.53,48,1.0,16,0,0.0
Brian Melancon,eee7dafac7d672b5,Record: 7-3-0,5.8,170,72,Orthodox,1982,4.18,49,3.64,64,2.02,100,66,0.0
Gilbert Melendez,aa5b4eff51bdc7d1,Record: 22-7-0,5.9,145,73,Orthodox,1982,3.51,33,2.35,64,1.7,42,71,0.2
Miika Mehmet,41dca66f9dadfc86,Record: 3-4-0,,205,,Orthodox,,0.33,12,7.29,24,0.0,0,0,0.0
Gerald Meerschaert,6ac9bc2953c47345,Record: 27-9-0,6.1,185,77,Southpaw,1987,3.38,44,4.22,51,2.24,30,57,1.5
Jason Medina,f53fb9d9e57cc38e,Record: 21-13-1,5.9,180,,,,0.0,0,0.0,0,0.0,0,0,0.0
Frank Megallon,c0a93b52096b7682,Record: 2-3-0,5.1,185,,Southpaw,,1.14,21,5.32,54,0.0,0,0,0.0
Todd Medina,b60391da771deefe,Record: 11-9-0 (1 NC),5.1,193,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Yancy Medeiros,813550bc53b15fb0,Record: 15-5-0 (1 NC),5.1,170,75,Orthodox,1987,4.39,36,5.22,48,0.15,33,83,0.6
Daniel McWilliams,7b03d9df5910917d,Record: 9-19-0,6.1,185,,,,3.36,77,0.0,0,0.0,0,100,21.6
Kaline Medeiros,263af068bd986548,Record: 8-5-0,5.3,115,,,,2.06,70,0.29,83,4.41,100,0,4.4
Tim Means,4b47e71384a9522f,Record: 27-10-1 (1 NC),6.2,170,75,Orthodox,1984,4.71,44,3.22,63,0.66,44,63,0.2
James McSweeney,cac08b8685387ca5,Record: 6-9-0,6.4,230,77,Switch,1980,3.94,55,4.33,42,0.52,33,100,1.1
Sara McMann,7be74a12d7352df2,Record: 11-5-0,5.6,135,66,Orthodox,1980,2.37,44,2.06,47,4.67,64,66,0.5
Jason McLean,8336d7a85ce45481,Record: 6-4-0,5.5,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
Garreth McLellan,f215cfbd4ba3c270,Record: 13-6-0,6.1,185,72,Southpaw,1982,3.56,54,2.94,45,1.15,22,34,0.9
Brian McLaughlin,6488729da7ac1c79,Record: 6-2-0,5.9,155,,,1984,0.0,0,0.0,0,0.0,0,0,0.0
Cody McKenzie,7be63795363029e8,Record: 14-4-0,6.0,155,72,Switch,1987,1.74,34,2.5,67,2.5,25,14,2.5
Tim McKenzie,9ca265dfe8323db3,Record: 13-8-0,6.0,185,74,Orthodox,1982,1.37,54,2.96,44,0.0,0,28,2.1
AJ McKee,f3ec0214794a699e,Record: 8-0-0,5.1,145,,,,2.75,32,0.92,80,11.01,100,100,11.0
Greg McIntyre,00a905a4a4a2b071,Record: 6-4-0,5.1,155,,Orthodox,1980,0.79,30,1.36,41,5.09,50,0,0.0
Antonio McKee,3414b50b08a10600,Record: 26-5-2,5.8,155,,Southpaw,1970,1.37,45,0.74,74,1.47,33,57,0.0
Jack McGlaughlin,237187ed9f419285,Record: 1-4-0,,,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Conor McGregor,f4c49976c75c5ab2,Record: 21-3-0,5.9,170,74,Southpaw,1988,5.82,47,4.55,57,0.92,62,73,0.0
Ryan McGillivray,1f9c371c93dfd3a9,Record: 11-5-1,5.11,170,,,1986,1.27,20,2.2,52,0.0,0,44,0.0
Ryan McGivern,856ec65948b7d234,Record: 13-7-0,6.0,185,,Orthodox,1980,2.22,29,2.22,57,0.0,0,0,0.0
Court McGee,523fa774700d7d3f,Record: 19-7-0,5.11,170,75,Orthodox,1984,4.83,35,3.57,63,1.98,24,60,0.5
Kelly Velasco,93c9897f0f9f5dab,Record: 2-1-0,5.9,135,,Orthodox,1995,2.27,35,5.67,47,0.0,0,100,0.0
Gan McGee,d90b630e0561818b,Record: 13-5-0,6.1,265,,Orthodox,1976,2.2,29,2.31,59,0.65,25,83,0.0
Liam McGeary,e4e0993befecdaf8,Record: 12-2-0,6.6,205,,,1982,1.28,48,1.92,50,0.51,100,0,2.5
Drew McFedries,1fd4fbdcc67de844,Record: 10-6-0,6.0,185,72,Southpaw,1978,5.13,51,4.56,52,1.42,100,56,0.7
Miles McDonald,a3f8356ace5e3eb5,Record: 2-1-0,5.7,115,,,1991,5.1,45,4.0,43,0.0,0,100,1.0
Justin McElfresh,49c29e57d4e2be6f,Record: 6-4-0,6.6,205,,Orthodox,1980,4.59,26,12.79,41,0.0,0,0,0.0
Josh McDonald,b507a76087e3ed9f,Record: 8-4-0 (1 NC),,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Michael McDonald,d0314416a7f26527,Record: 17-4-0,5.9,135,70,Orthodox,1991,2.69,42,2.76,57,1.09,66,52,1.4
Scott McDonald,08ae3100bf2100ed,Record: 1-0-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Michael McDonald,d52ef694108f8235,Record: 1-1-0,5.11,205,,Orthodox,1965,0.0,0,0.4,50,0.0,0,0,0.0
Bubba McDaniel,5cafbc97dba2e797,Record: 21-8-0,6.3,185,75,Southpaw,1983,1.64,44,1.98,56,0.93,50,50,1.4
Justin McCully,75f871836d41f90f,Record: 10-5-2,6.1,225,73,Orthodox,1976,1.58,37,2.02,46,1.28,44,43,0.0
Rob McCullough,11e3fd7546359fc5,Record: 19-8-0,5.9,155,69,Orthodox,1977,2.47,36,2.84,59,0.46,100,68,0.0
Sean McCorkle,008dc37cca279def,Record: 13-2-0,6.7,265,81,Orthodox,1976,0.85,44,2.48,52,2.12,40,33,4.2
Tamdan McCrory,eff47295daf721a6,Record: 14-5-0,6.4,185,78,Switch,1986,2.07,49,1.6,46,2.28,50,33,2.5
Kris McCray,baed16f18348908e,Record: 6-3-0,6.0,170,76,Orthodox,1981,2.69,45,2.57,54,2.88,55,38,0.0
Ian McCall,701e057d63c124d9,Record: 13-5-1,5.5,125,64,Orthodox,1984,3.59,39,3.25,67,2.08,30,88,0.0
